iter	Passed	Remaining
1663	63792	127891
1664	63839	127869
1665	63876	127829
1666	63915	127793
1667	63957	127761
1668	63995	127723
1669	64035	127687
1670	64076	127655
1671	64108	127604
1672	64153	127579
1673	64183	127523
1674	64219	127480
1675	64255	127437
1676	64290	127392
1677	64325	127348
1678	64366	127314
1679	64402	127270
1680	64438	127227
1681	64474	127185
1682	64512	127145
1683	64545	127098
1684	64579	127050
1685	64620	127018
1686	64664	126991
1687	64705	126957
1688	64742	126916
1689	64782	126882
1690	64818	126839
1691	64856	126800
1692	64894	126759
1693	64925	126707
1694	64968	126678
1695	65012	126652
1696	65051	126615
1697	65088	126573
1698	65121	126525
1699	65158	126485
1700	65203	126458
1701	65239	126416
1702	65279	126380
1703	65310	126327
1704	65345	126284
1705	65386	126251
1706	65424	126210
1707	65460	126167
1708	65493	126119
1709	65537	126092
1710	65576	126056
1711	65608	126005
1712	65641	125956
1713	65679	125918
1714	65732	125908
1715	65777	125882
1716	65820	125851
1717	65860	125817
1718	65901	125784
1719	65946	125758
1720	65989	125729
1721	66023	125682
1722	66066	125653
1723	66106	125617
1724	66145	125580
1725	66190	125553
1726	66221	125502
1727	66262	125468
1728	66303	125435
1729	66344	125402
1730	66384	125366
1731	66419	125322
1732	66458	125284
1733	66491	125237
1734	66536	125211
1735	66575	125175
1736	66609	125127
1737	66643	125080
1738	66679	125038
1739	66717	124998
1740	66758	124965
1741	66791	124918
1742	66827	124874
1743	66865	124836
1744	66908	124806
1745	66949	124772
1746	66985	124731
1747	67025	124694
1748	67063	124656
1749	67098	124611
1750	67136	124573
1751	67174	124532
1752	67217	124504
1753	67255	124465
1754	67292	124423
1755	67326	124377
1756	67361	124332
1757	67400	124295
1758	67434	124249
1759	67466	124199
1760	67500	124153
1761	67538	124115
1762	67578	124078
1763	67620	124047
1764	67661	124014
1765	67693	123963
1766	67730	123922
1767	67773	123894
1768	67812	123856
1769	67853	123823
1770	67895	123790
1771	67939	123763
1772	67972	123715
1773	68013	123681
1774	68061	123661
1775	68097	123618
1776	68128	123565
1777	68165	123525
1778	68217	123512
1779	68254	123471
1780	68300	123446
1781	68342	123414
1782	68384	123383
1783	68420	123341
1784	68457	123299
1785	68492	123256
1786	68526	123210
1787	68570	123182
1788	68614	123152
1789	68654	123117
1790	68697	123087
1791	68744	123064
1792	68782	123026
1793	68820	122987
1794	68863	122957
1795	68908	122930
1796	68946	122892
1797	68991	122864
1798	69030	122828
1799	69069	122790
1800	69108	122752
1801	69140	122702
1802	69176	122661
1803	69214	122621
1804	69251	122580
1805	69287	122537
1806	69321	122493
1807	69355	122446
1808	69398	122415
1809	69429	122365
1810	69468	122327
1811	69510	122295
1812	69543	122248
1813	69582	122210
1814	69616	122165
1815	69654	122125
1816	69691	122084
1817	69729	122045
1818	69758	121991
1819	69795	121951
1820	69840	121924
1821	69876	121881
1822	69912	121838
1823	69950	121800
1824	69987	121759
1825	70021	121713
1826	70059	121673
1827	70099	121639
1828	70135	121596
1829	70169	121551
1830	70206	121510
1831	70242	121467
1832	70284	121435
1833	70323	121398
1834	70359	121355
1835	70399	121319
1836	70452	121307
1837	70485	121259
1838	70526	121226
1839	70563	121184
1840	70605	121152
1841	70644	121116
1842	70687	121084
1843	70731	121055
1844	70771	121021
1845	70813	120989
1846	70853	120953
1847	70893	120918
1848	70936	120887
1849	70975	120850
1850	71014	120812
1851	71050	120771
1852	71081	120720
1853	71126	120692
1854	71167	120659
1855	71203	120616
1856	71245	120584
1857	71285	120548
1858	71323	120508
1859	71374	120491
1860	71422	120471
1861	71459	120429
1862	71492	120382
1863	71539	120357
1864	71582	120327
1865	71622	120292
1866	71662	120255
1867	71711	120236
1868	71743	120186
1869	71779	120144
1870	71818	120106
1871	71849	120057
1872	71886	120014
1873	71928	119983
1874	71966	119943
1875	72005	119907
1876	72040	119862
1877	72095	119851
1878	72131	119809
1879	72165	119763
1880	72199	119718
1881	72234	119673
1882	72270	119632
1883	72305	119587
1884	72343	119549
1885	72384	119514
1886	72420	119472
1887	72454	119427
1888	72496	119395
1889	72535	119357
1890	72571	119314
1891	72609	119275
1892	72642	119228
1893	72678	119186
1894	72734	119177
1895	72773	119139
1896	72816	119109
1897	72855	119071
1898	72893	119032
1899	72931	118993
1900	72968	118953
1901	73013	118924
1902	73053	118889
1903	73092	118852
1904	73132	118815
1905	73174	118784
1906	73214	118748
1907	73256	118716
1908	73298	118683
1909	73339	118649
1910	73377	118609
1911	73420	118578
1912	73461	118543
1913	73497	118503
1914	73534	118462
1915	73570	118418
1916	73613	118388
1917	73651	118348
1918	73687	118307
1919	73729	118274
1920	73777	118251
1921	73811	118206
1922	73850	118168
1923	73885	118125
1924	73930	118096
1925	73976	118070
1926	74011	118027
1927	74048	117986
1928	74080	117937
1929	74117	117896
1930	74154	117855
1931	74189	117813
1932	74229	117776
1933	74267	117737
1934	74306	117700
1935	74340	117655
1936	74380	117618
1937	74411	117569
1938	74447	117527
1939	74484	117485
1940	74527	117455
1941	74567	117418
1942	74603	117376
1943	74652	117354
1944	74702	117334
1945	74739	117294
1946	74777	117254
1947	74812	117210
1948	74855	117180
1949	74894	117143
1950	74934	117106
1951	74970	117065
1952	75010	117028
1953	75055	117000
1954	75101	116974
1955	75142	116940
1956	75181	116901
1957	75222	116868
1958	75264	116835
1959	75303	116797
1960	75350	116772
1961	75390	116736
1962	75432	116702
1963	75466	116658
1964	75503	116616
1965	75539	116575
1966	75574	116531
1967	75609	116487
1968	75649	116452
1969	75688	116413
1970	75729	116379
1971	75771	116346
1972	75803	116298
1973	75846	116266
1974	75885	116229
1975	75920	116186
1976	75955	116143
1977	75999	116111
1978	76040	116077
1979	76076	116036
1980	76117	116001
1981	76158	115966
1982	76202	115936
1983	76238	115894
1984	76283	115866
1985	76322	115828
1986	76368	115802
1987	76405	115761
1988	76440	115718
1989	76478	115677
1990	76515	115637
1991	76548	115590
1992	76582	115545
1993	76616	115501
1994	76655	115463
1995	76691	115422
1996	76727	115379
1997	76761	115334
1998	76800	115296
1999	76840	115260
2000	76883	115229
2001	76923	115192
2002	76961	115153
2003	76994	115106
2004	77035	115072
2005	77077	115039
2006	77118	115005
2007	77155	114964
2008	77194	114927
2009	77233	114889
2010	77272	114852
2011	77305	114805
2012	77346	114771
2013	77383	114731
2014	77431	114706
2015	77470	114668
2016	77504	114624
2017	77538	114579
2018	77580	114545
2019	77621	114511
2020	77657	114469
2021	77694	114428
2022	77730	114386
2023	77768	114346
2024	77804	114305
2025	77842	114266
2026	77883	114231
2027	77923	114195
2028	77963	114158
2029	78005	114126
2030	78052	114101
2031	78097	114072
2032	78140	114040
2033	78193	114021
2034	78232	113984
2035	78276	113954
2036	78317	113919
2037	78350	113873
2038	78387	113833
2039	78424	113791
2040	78462	113753
2041	78500	113714
2042	78542	113681
2043	78585	113648
2044	78620	113606
2045	78661	113570
2046	78707	113543
2047	78759	113523
2048	78806	113498
2049	78843	113457
2050	78888	113429
2051	78928	113391
2052	78969	113357
2053	79009	113320
2054	79047	113282
2055	79082	113238
2056	79117	113195
2057	79163	113167
2058	79205	113133
2059	79244	113096
2060	79281	113056
2061	79318	113015
2062	79356	112975
2063	79397	112941
2064	79433	112899
2065	79470	112859
2066	79504	112814
2067	79549	112785
2068	79590	112750
2069	79636	112722
2070	79675	112684
2071	79713	112645
2072	79750	112604
2073	79788	112566
2074	79824	112523
2075	79868	112493
2076	79902	112447
2077	79934	112400
2078	79969	112357
2079	80008	112319
2080	80053	112289
2081	80091	112251
2082	80125	112206
2083	80164	112169
2084	80199	112125
2085	80240	112090
2086	80279	112052
2087	80316	112012
2088	80352	111970
2089	80389	111929
2090	80429	111893
2091	80465	111851
2092	80498	111805
2093	80535	111764
2094	80569	111720
2095	80611	111687
2096	80647	111645
2097	80686	111607
2098	80716	111557
2099	80754	111518
2100	80796	111484
2101	80833	111443
2102	80877	111413
2103	80926	111389
2104	80964	111349
2105	81003	111312
2106	81035	111265
2107	81072	111225
2108	81112	111188
2109	81152	111151
2110	81190	111112
2111	81223	111066
2112	81257	111022
2113	81292	110979
2114	81324	110932
2115	81360	110889
2116	81399	110852
2117	81438	110814
2118	81478	110779
2119	81515	110737
2120	81551	110696
2121	81587	110653
2122	81625	110614
2123	81663	110576
2124	81699	110535
2125	81743	110503
2126	81777	110459
2127	81812	110416
2128	81862	110393
2129	81897	110350
2130	81932	110306
2131	81969	110266
2132	82010	110231
2133	82047	110190
2134	82080	110145
2135	82117	110104
2136	82153	110063
2137	82190	110023
2138	82228	109983
2139	82261	109938
2140	82299	109899
2141	82332	109853
2142	82373	109818
2143	82415	109785
2144	82450	109741
2145	82487	109701
2146	82532	109671
2147	82571	109634
2148	82609	109594
2149	82657	109569
2150	82697	109533
2151	82753	109517
2152	82793	109481
2153	82827	109436
2154	82864	109397
2155	82898	109351
2156	82934	109310
2157	82970	109268
2158	83005	109225
2159	83041	109183
2160	83078	109143
2161	83116	109104
2162	83153	109064
2163	83195	109030
2164	83232	108989
2165	83269	108949
2166	83313	108919
2167	83347	108874
2168	83387	108838
2169	83430	108806
2170	83472	108771
2171	83513	108736
2172	83552	108699
2173	83595	108665
2174	83627	108620
2175	83663	108577
2176	83697	108533
2177	83730	108488
2178	83765	108445
2179	83801	108403
2180	83837	108362
2181	83873	108321
2182	83919	108292
2183	83953	108247
2184	83989	108205
2185	84022	108160
2186	84059	108120
2187	84093	108076
2188	84128	108034
2189	84165	107993
2190	84201	107951
2191	84235	107907
2192	84267	107860
2193	84307	107824
2194	84340	107778
2195	84384	107748
2196	84423	107710
2197	84458	107666
2198	84493	107625
2199	84530	107583
2200	84565	107541
2201	84599	107496
2202	84637	107457
2203	84675	107419
2204	84709	107375
2205	84743	107331
2206	84779	107289
2207	84822	107257
2208	84862	107220
2209	84907	107191
2210	84949	107157
2211	84990	107121
2212	85026	107079
2213	85062	107039
2214	85104	107005
2215	85142	106965
2216	85192	106942
2217	85236	106911
2218	85274	106872
2219	85319	106841
2220	85357	106802
2221	85394	106761
2222	85431	106722
2223	85464	106677
2224	85499	106633
2225	85539	106597
2226	85579	106561
2227	85636	106545
2228	85672	106504
2229	85720	106478
2230	85758	106438
2231	85795	106398
2232	85836	106362
2233	85880	106332
2234	85913	106286
2235	85951	106247
2236	85991	106210
2237	86026	106169
2238	86060	106125
2239	86100	106088
2240	86152	106066
2241	86202	106042
2242	86241	106004
2243	86275	105960
2244	86309	105916
2245	86351	105882
2246	86384	105837
2247	86426	105803
2248	86463	105762
2249	86496	105717
2250	86545	105692
2251	86589	105660
2252	86629	105624
2253	86664	105581
2254	86709	105550
2255	86753	105519
2256	86800	105491
2257	86836	105449
2258	86869	105405
2259	86911	105371
2260	86948	105330
2261	86982	105286
2262	87023	105251
2263	87067	105219
2264	87104	105179
2265	87137	105134
2266	87175	105094
2267	87211	105053
2268	87252	105018
2269	87289	104978
2270	87346	104962
2271	87389	104929
2272	87423	104885
2273	87458	104842
2274	87508	104818
2275	87543	104774
2276	87591	104748
2277	87624	104703
2278	87661	104663
2279	87707	104633
2280	87745	104594
2281	87780	104552
2282	87829	104525
2283	87860	104478
2284	87896	104436
2285	87936	104400
2286	87979	104367
2287	88011	104320
2288	88046	104278
2289	88081	104236
2290	88117	104195
2291	88152	104152
2292	88186	104107
2293	88224	104070
2294	88265	104034
2295	88306	103998
2296	88344	103960
2297	88381	103919
2298	88413	103873
2299	88450	103832
2300	88484	103789
2301	88524	103753
2302	88559	103710
2303	88592	103665
2304	88623	103618
2305	88661	103579
2306	88696	103537
2307	88740	103504
2308	88776	103463
2309	88811	103420
2310	88859	103393
2311	88899	103357
2312	88939	103320
2313	88975	103279
2314	89005	103231
2315	89041	103189
2316	89080	103152
2317	89118	103112
2318	89154	103072
2319	89187	103026
2320	89232	102995
2321	89264	102950
2322	89300	102908
2323	89336	102867
2324	89370	102824
2325	89409	102785
2326	89444	102744
2327	89480	102702
2328	89513	102658
2329	89552	102620
2330	89593	102584
2331	89636	102551
2332	89672	102510
2333	89710	102471
2334	89740	102423
2335	89802	102412
2336	89844	102377
2337	89884	102341
2338	89925	102305
2339	89960	102262
2340	90005	102231
2341	90041	102190
2342	90077	102149
2343	90115	102110
2344	90153	102071
2345	90188	102029
2346	90226	101990
2347	90264	101950
2348	90301	101911
2349	90337	101869
2350	90374	101830
2351	90409	101787
2352	90446	101747
2353	90495	101720
2354	90531	101679
2355	90568	101639
2356	90600	101593
2357	90638	101554
2358	90672	101511
2359	90710	101472
2360	90753	101439
2361	90794	101403
2362	90836	101368
2363	90873	101328
2364	90908	101287
2365	90950	101252
2366	90983	101208
2367	91014	101161
2368	91045	101114
2369	91078	101070
2370	91111	101025
2371	91148	100985
2372	91180	100939
2373	91217	100900
2374	91251	100857
2375	91296	100826
2376	91327	100778
2377	91367	100741
2378	91401	100698
2379	91435	100655
2380	91465	100608
2381	91503	100569
2382	91535	100523
2383	91571	100482
2384	91603	100437
2385	91642	100399
2386	91682	100362
2387	91736	100341
2388	91781	100310
2389	91816	100267
2390	91849	100223
2391	91883	100180
2392	91922	100143
2393	91963	100107
2394	91997	100064
2395	92032	100022
2396	92070	99983
2397	92106	99942
2398	92141	99900
2399	92178	99860
2400	92219	99824
2401	92269	99799
2402	92306	99758
2403	92342	99717
2404	92383	99682
2405	92420	99641
2406	92458	99602
2407	92503	99572
2408	92544	99536
2409	92582	99497
2410	92616	99453
2411	92652	99412
2412	92694	99378
2413	92732	99339
2414	92770	99301
2415	92818	99272
2416	92851	99228
2417	92884	99184
2418	92924	99147
2419	92959	99105
2420	92996	99065
2421	93026	99018
2422	93065	98980
2423	93106	98944
2424	93142	98903
2425	93175	98859
2426	93206	98813
2427	93243	98773
2428	93280	98733
2429	93316	98692
2430	93354	98653
2431	93389	98612
2432	93426	98572
2433	93461	98530
2434	93495	98487
2435	93535	98450
2436	93566	98404
2437	93603	98363
2438	93640	98324
2439	93672	98278
2440	93714	98245
2441	93748	98201
2442	93793	98170
2443	93829	98128
2444	93866	98089
2445	93908	98054
2446	93939	98008
2447	93977	97970
2448	94011	97926
2449	94052	97891
2450	94091	97854
2451	94129	97815
2452	94174	97783
2453	94224	97756
2454	94263	97719
2455	94317	97697
2456	94369	97672
2457	94424	97650
2458	94460	97610
2459	94506	97580
2460	94545	97541
2461	94584	97504
2462	94622	97464
2463	94659	97425
2464	94702	97392
2465	94749	97361
2466	94783	97318
2467	94817	97276
2468	94854	97236
2469	94908	97213
2470	94962	97191
2471	95002	97154
2472	95057	97132
2473	95100	97099
2474	95139	97061
2475	95175	97020
2476	95218	96987
2477	95269	96961
2478	95306	96921
2479	95344	96882
2480	95378	96839
2481	95409	96793
2482	95443	96750
2483	95476	96706
2484	95505	96658
2485	95539	96615
2486	95575	96574
2487	95608	96530
2488	95651	96497
2489	95687	96455
2490	95733	96425
2491	95771	96386
2492	95810	96348
2493	95843	96304
2494	95880	96264
2495	95918	96225
2496	95952	96183
2497	95984	96138
2498	96022	96099
2499	96055	96055
2500	96092	96015
2501	96134	95980
2502	96171	95940
2503	96204	95896
2504	96234	95850
2505	96270	95809
2506	96310	95772
2507	96346	95731
2508	96378	95687
2509	96412	95644
2510	96449	95604
2511	96486	95564
2512	96522	95524
2513	96563	95488
2514	96599	95447
2515	96635	95406
2516	96669	95364
2517	96705	95322
2518	96745	95286
2519	96783	95247
2520	96819	95206
2521	96854	95164
2522	96889	95122
2523	96928	95085
2524	96965	95045
2525	97004	95007
2526	97037	94964
2527	97068	94918
2528	97102	94875
2529	97146	94842
2530	97181	94801
2531	97221	94763
2532	97258	94724
2533	97291	94680
2534	97327	94640
2535	97361	94597
2536	97394	94553
2537	97433	94515
2538	97467	94473
2539	97500	94429
2540	97540	94392
2541	97578	94354
2542	97613	94312
2543	97647	94269
2544	97682	94228
2545	97718	94187
2546	97752	94145
2547	97801	94116
2548	97836	94074
2549	97870	94032
2550	97909	93994
2551	97951	93959
2552	97991	93922
2553	98030	93884
2554	98062	93840
2555	98095	93796
2556	98133	93758
2557	98164	93712
2558	98197	93668
2559	98231	93627
2560	98268	93586
2561	98301	93543
2562	98339	93505
2563	98372	93461
2564	98409	93421
2565	98442	93378
2566	98480	93339
2567	98511	93294
2568	98549	93255
2569	98589	93219
2570	98628	93180
2571	98672	93148
2572	98715	93114
2573	98765	93086
2574	98808	93053
2575	98845	93012
2576	98883	92973
2577	98919	92933
2578	98955	92892
2579	98998	92859
2580	99037	92821
2581	99072	92779
2582	99110	92740
2583	99142	92696
2584	99177	92655
2585	99210	92611
2586	99245	92570
2587	99283	92531
2588	99321	92492
2589	99353	92448
2590	99391	92410
2591	99423	92366
2592	99467	92332
2593	99502	92291
2594	99536	92249
2595	99571	92207
2596	99604	92163
2597	99645	92128
2598	99679	92085
2599	99715	92045
2600	99748	92001
2601	99787	91964
2602	99827	91927
2603	99865	91888
2604	99904	91850
2605	99951	91819
2606	99989	91781
2607	100027	91743
2608	100059	91699
2609	100094	91657
2610	100127	91614
2611	100169	91578
2612	100206	91539
2613	100241	91497
2614	100275	91455
2615	100312	91416
2616	100345	91372
2617	100379	91331
2618	100414	91289
2619	100447	91246
2620	100482	91205
2621	100520	91166
2622	100559	91128
2623	100598	91090
2624	100635	91051
2625	100672	91011
2626	100709	90971
2627	100750	90935
2628	100789	90898
2629	100828	90860
2630	100871	90826
2631	100903	90782
2632	100940	90742
2633	100982	90707
2634	101015	90664
2635	101054	90627
2636	101097	90592
2637	101135	90553
2638	101167	90510
2639	101200	90466
2640	101244	90433
2641	101282	90394
2642	101323	90359
2643	101359	90319
2644	101392	90275
2645	101430	90236
2646	101464	90194
2647	101498	90153
2648	101536	90114
2649	101570	90071
2650	101606	90031
2651	101647	89995
2652	101689	89960
2653	101732	89926
2654	101771	89888
2655	101809	89849
2656	101847	89811
2657	101882	89770
2658	101932	89741
2659	101978	89710
2660	102016	89671
2661	102053	89632
2662	102083	89586
2663	102121	89548
2664	102154	89505
2665	102188	89463
2666	102220	89419
2667	102256	89378
2668	102291	89337
2669	102329	89298
2670	102366	89258
2671	102397	89214
2672	102432	89173
2673	102472	89136
2674	102513	89100
2675	102547	89058
2676	102583	89018
2677	102619	88977
2678	102657	88939
2679	102700	88904
2680	102736	88864
2681	102770	88822
2682	102811	88786
2683	102844	88743
2684	102888	88710
2685	102930	88674
2686	102970	88638
2687	103010	88601
2688	103042	88557
2689	103079	88517
2690	103116	88478
2691	103154	88440
2692	103194	88403
2693	103234	88365
2694	103266	88322
2695	103308	88287
2696	103346	88248
2697	103389	88214
2698	103425	88174
2699	103471	88142
2700	103508	88102
2701	103547	88065
2702	103583	88024
2703	103616	87981
2704	103660	87948
2705	103699	87911
2706	103737	87872
2707	103780	87837
2708	103814	87796
2709	103852	87757
2710	103894	87722
2711	103936	87687
2712	103979	87652
2713	104028	87623
2714	104066	87584
2715	104100	87542
2716	104137	87503
2717	104168	87458
2718	104205	87419
2719	104237	87375
2720	104282	87342
2721	104317	87301
2722	104356	87263
2723	104398	87229
2724	104435	87188
2725	104472	87149
2726	104509	87110
2727	104545	87069
2728	104584	87032
2729	104620	86992
2730	104657	86952
2731	104697	86915
2732	104734	86876
2733	104773	86838
2734	104812	86800
2735	104851	86762
2736	104895	86729
2737	104942	86698
2738	104992	86669
2739	105034	86634
2740	105076	86598
2741	105118	86563
2742	105152	86521
2743	105189	86482
2744	105228	86444
2745	105269	86408
2746	105307	86370
2747	105348	86333
2748	105382	86291
2749	105424	86256
2750	105466	86221
2751	105507	86185
2752	105550	86150
2753	105589	86112
2754	105625	86072
2755	105664	86034
2756	105706	85998
2757	105741	85957
2758	105775	85916
2759	105811	85876
2760	105852	85840
2761	105886	85797
2762	105926	85760
2763	105967	85724
2764	106009	85689
2765	106048	85651
2766	106084	85611
2767	106123	85573
2768	106157	85531
2769	106191	85489
2770	106226	85448
2771	106265	85411
2772	106304	85373
2773	106347	85339
2774	106386	85301
2775	106427	85264
2776	106460	85221
2777	106495	85181
2778	106532	85141
2779	106569	85102
2780	106607	85063
2781	106644	85024
2782	106692	84993
2783	106734	84958
2784	106775	84921
2785	106818	84887
2786	106852	84845
2787	106888	84805
2788	106924	84764
2789	106963	84727
2790	107008	84694
2791	107042	84652
2792	107074	84609
2793	107106	84566
2794	107150	84531
2795	107191	84495
2796	107235	84461
2797	107277	84426
2798	107326	84396
2799	107367	84360
2800	107408	84324
2801	107448	84286
2802	107479	84242
2803	107512	84200
2804	107546	84158
2805	107582	84117
2806	107621	84080
2807	107667	84048
2808	107704	84008
2809	107742	83970
2810	107789	83938
2811	107834	83905
2812	107876	83869
2813	107917	83833
2814	107955	83794
2815	107988	83752
2816	108031	83717
2817	108076	83684
2818	108110	83642
2819	108144	83601
2820	108180	83560
2821	108215	83519
2822	108253	83481
2823	108287	83440
2824	108324	83400
2825	108364	83362
2826	108402	83324
2827	108444	83288
2828	108481	83249
2829	108519	83210
2830	108570	83182
2831	108608	83143
2832	108644	83103
2833	108680	83063
2834	108714	83022
2835	108752	82983
2836	108785	82940
2837	108822	82901
2838	108858	82861
2839	108898	82824
2840	108934	82783
2841	108970	82744
2842	109014	82710
2843	109053	82672
2844	109093	82635
2845	109126	82592
2846	109169	82557
2847	109204	82517
2848	109245	82480
2849	109286	82443
2850	109330	82410
2851	109371	82373
2852	109404	82331
2853	109435	82287
2854	109474	82249
2855	109515	82213
2856	109555	82176
2857	109596	82139
2858	109635	82102
2859	109670	82060
2860	109708	82022
2861	109746	81983
2862	109785	81945
2863	109824	81908
2864	109866	81872
2865	109901	81832
2866	109937	81791
2867	109973	81751
2868	110015	81716
2869	110052	81676
2870	110095	81641
2871	110128	81599
2872	110167	81561
2873	110204	81522
2874	110246	81486
2875	110287	81449
2876	110324	81410
2877	110357	81368
2878	110393	81328
2879	110427	81286
2880	110466	81249
2881	110506	81211
2882	110543	81172
2883	110581	81134
2884	110618	81094
2885	110654	81054
2886	110692	81015
2887	110732	80978
2888	110770	80940
2889	110808	80901
2890	110844	80861
2891	110883	80823
2892	110922	80785
2893	110960	80747
2894	110995	80706
2895	111030	80665
2896	111074	80631
2897	111113	80594
2898	111146	80551
2899	111188	80516
2900	111233	80482
2901	111271	80443
2902	111314	80408
2903	111345	80364
2904	111380	80324
2905	111424	80290
2906	111460	80249
2907	111499	80212
2908	111539	80174
2909	111581	80139
2910	111618	80099
2911	111652	80058
2912	111691	80021
2913	111729	79981
2914	111768	79944
2915	111808	79906
2916	111842	79865
2917	111875	79823
2918	111912	79784
2919	111951	79746
2920	111988	79706
2921	112024	79667
2922	112060	79626
2923	112096	79586
2924	112134	79548
2925	112181	79516
2926	112222	79479
2927	112262	79442
2928	112301	79405
2929	112341	79367
2930	112382	79331
2931	112417	79290
2932	112454	79250
2933	112494	79213
2934	112532	79175
2935	112571	79137
2936	112609	79098
2937	112645	79059
2938	112683	79020
2939	112727	78985
2940	112767	78948
2941	112806	78911
2942	112842	78870
2943	112889	78838
2944	112934	78804
2945	112970	78764
2946	113014	78730
2947	113062	78698
2948	113105	78663
2949	113143	78624
2950	113176	78583
2951	113219	78547
2952	113253	78506
2953	113292	78468
2954	113332	78431
2955	113369	78391
2956	113413	78357
2957	113450	78318
2958	113489	78280
2959	113528	78242
2960	113562	78200
2961	113595	78159
2962	113634	78121
2963	113672	78082
2964	113708	78042
2965	113747	78005
2966	113791	77970
2967	113835	77936
2968	113880	77902
2969	113918	77863
2970	113958	77825
2971	114003	77792
2972	114051	77760
2973	114091	77723
2974	114128	77684
2975	114164	77644
2976	114202	77605
2977	114239	77566
2978	114279	77528
2979	114315	77489
2980	114353	77450
2981	114388	77409
2982	114426	77371
2983	114465	77332
2984	114498	77291
2985	114531	77249
2986	114570	77211
2987	114607	77171
2988	114645	77133
2989	114677	77091
2990	114716	77052
2991	114753	77013
2992	114797	76979
2993	114839	76943
2994	114880	76906
2995	114923	76871
2996	114958	76830
2997	115002	76796
2998	115045	76760
2999	115079	76719
3000	115115	76679
3001	115155	76642
3002	115190	76601
3003	115228	76563
3004	115266	76524
3005	115304	76486
3006	115341	76446
3007	115381	76409
3008	115419	76370
3009	115459	76333
3010	115495	76293
3011	115532	76254
3012	115565	76212
3013	115601	76172
3014	115638	76133
3015	115683	76099
3016	115723	76062
3017	115756	76020
3018	115791	75979
3019	115824	75937
3020	115867	75902
3021	115901	75861
3022	115943	75825
3023	115978	75785
3024	116014	75745
3025	116055	75708
3026	116093	75669
3027	116134	75633
3028	116174	75596
3029	116214	75558
3030	116253	75520
3031	116292	75482
3032	116327	75442
3033	116368	75405
3034	116409	75368
3035	116454	75334
3036	116484	75291
3037	116522	75252
3038	116557	75211
3039	116596	75173
3040	116630	75133
3041	116662	75090
3042	116703	75053
3043	116739	75013
3044	116775	74973
3045	116807	74931
3046	116846	74893
3047	116882	74853
3048	116913	74811
3049	116952	74773
3050	116995	74737
3051	117035	74700
3052	117074	74662
3053	117113	74624
3054	117153	74586
3055	117187	74546
3056	117225	74507
3057	117263	74468
3058	117302	74430
3059	117343	74393
3060	117379	74354
3061	117421	74318
3062	117462	74281
3063	117502	74244
3064	117540	74206
3065	117585	74171
3066	117621	74132
3067	117653	74089
3068	117696	74054
3069	117733	74014
3070	117781	73982
3071	117820	73944
3072	117857	73905
3073	117901	73870
3074	117945	73836
3075	117990	73801
3076	118029	73763
3077	118072	73727
3078	118110	73689
3079	118148	73651
3080	118195	73618
3081	118236	73581
3082	118278	73545
3083	118316	73506
3084	118360	73472
3085	118406	73438
3086	118443	73398
3087	118482	73361
3088	118517	73320
3089	118555	73282
3090	118594	73244
3091	118642	73211
3092	118677	73171
3093	118713	73131
3094	118750	73091
3095	118791	73055
3096	118837	73021
3097	118873	72981
3098	118909	72942
3099	118945	72902
3100	118987	72865
3101	119030	72830
3102	119068	72792
3103	119111	72755
3104	119153	72719
3105	119198	72685
3106	119238	72648
3107	119272	72607
3108	119319	72574
3109	119356	72534
3110	119395	72497
3111	119439	72461
3112	119474	72421
3113	119509	72381
3114	119544	72340
3115	119587	72304
3116	119632	72270
3117	119665	72228
3118	119705	72191
3119	119746	72154
3120	119779	72113
3121	119815	72073
3122	119852	72034
3123	119889	71995
3124	119927	71956
3125	119965	71918
3126	120000	71877
3127	120040	71839
3128	120075	71799
3129	120116	71763
3130	120149	71721
3131	120195	71687
3132	120233	71648
3133	120273	71611
3134	120312	71573
3135	120349	71534
3136	120393	71499
3137	120432	71461
3138	120470	71422
3139	120509	71384
3140	120547	71346
3141	120590	71310
3142	120626	71270
3143	120667	71233
3144	120713	71199
3145	120750	71160
3146	120786	71120
3147	120820	71079
3148	120859	71042
3149	120893	71000
3150	120931	70962
3151	120966	70921
3152	121000	70881
3153	121051	70849
3154	121084	70808
3155	121121	70769
3156	121155	70728
3157	121197	70692
3158	121234	70653
3159	121272	70614
3160	121312	70576
3161	121353	70540
3162	121390	70500
3163	121431	70463
3164	121472	70427
3165	121516	70392
3166	121550	70351
3167	121587	70311
3168	121626	70273
3169	121665	70235
3170	121715	70204
3171	121749	70163
3172	121783	70122
3173	121822	70084
3174	121861	70046
3175	121897	70006
3176	121930	69965
3177	121967	69925
3178	122004	69887
3179	122038	69846
3180	122078	69808
3181	122123	69774
3182	122167	69738
3183	122208	69701
3184	122250	69665
3185	122291	69628
3186	122330	69590
3187	122371	69553
3188	122415	69518
3189	122463	69485
3190	122504	69448
3191	122545	69411
3192	122582	69372
3193	122623	69335
3194	122660	69296
3195	122704	69261
3196	122744	69223
3197	122790	69189
3198	122832	69153
3199	122874	69116
3200	122917	69081
3201	122953	69041
3202	122995	69004
3203	123032	68965
3204	123070	68927
3205	123118	68894
3206	123159	68857
3207	123198	68819
3208	123239	68782
3209	123274	68741
3210	123316	68705
3211	123350	68664
3212	123384	68623
3213	123439	68594
3214	123480	68557
3215	123518	68518
3216	123556	68480
